gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	invasionStage	datasetName	presenceBE	gbifapi_scientificName	index
Smyrnium perfoliatum L.	6027089	Plantae	introduced	plants	present	Smyrnium perfoliatum L.	425
Solanum carolinense L.	2932011	Plantae	introduced	plants	present	Solanum carolinense L.	2584
Solanum chenopodioides Lam.	2929710	Plantae	unknown	plants	present	Solanum chenopodioides Lam.	2585
Solanum elaeagnifolium Cav.	2929892	Plantae	introduced	plants	present	Solanum elaeagnifolium Cav.	2586
Solanum lycopersicum L.	2930137	Plantae	established	plants	present	Solanum lycopersicum L.	2587
Solanum nodiflorum Desv. ex Dunal	7420524	Plantae	introduced	plants	present	Solanum nodiflorum Desv. ex Dunal	2589
Solanum pimpinellifolium L.	2931738	Plantae	introduced	plants	present	Solanum pimpinellifolium L.	2591
Solanum pseudocapsicum L.	2931104	Plantae	introduced	plants	present	Solanum pseudocapsicum L.	2592
Solanum ptychanthum Dunal	2930080	Plantae	introduced	plants	present	Solanum ptychanthum Dunal	2593
Solanum pygmaeum Cav.	2932501	Plantae	introduced	plants	present	Solanum pygmaeum Cav.	2594
Solanum rostratum Dunal	2930922	Plantae	introduced	plants	present	Solanum rostratum Dunal	2595
Solanum sarrachoides Sendtn.	2930805	Plantae	established	plants	present	Solanum sarrachoides Sendtn.	2596
Solanum sisymbriifolium Lam.	2932184	Plantae	introduced	plants	present	Solanum sisymbriifolium Lam.	2597
Solanum tuberosum L.	2930262	Plantae	introduced	plants	present	Solanum tuberosum L.	2600
Solanum viarum Dunal	2931914	Plantae	introduced	plants	present	Solanum viarum Dunal	2601
Soleirolia soleirolii (Req.) Dandy	2984366	Plantae	established	plants	present	Soleirolia soleirolii (Req.) Dandy	2621
Solidago canadensis L.	5389029	Plantae, nan	established, invasive	harmonia, plants	present	Solidago canadensis L.	150, 739
Solidago gigantea Aiton	5389017	Plantae, nan	established, invasive	harmonia, plants	present	Solidago gigantea Aiton	151, 740
Solidago rugosa Mill.	5388967	Plantae	introduced	plants	present	Solidago rugosa Mill.	741
Soliva anthemifolia R.Br.	7505045	Plantae	introduced	plants	present	Soliva anthemifolia R.Br.	742
Sonchus tenerrimus L.	3105768	Plantae	introduced	plants	present	Sonchus tenerrimus L.	744
Sorbaria kirilowii (Regel) Maxim.	3012103	Plantae	introduced	plants	present	Sorbaria kirilowii (Regel) Maxim.	2431
Sorbaria sorbifolia (L.) A. Braun	3012089	Plantae	established	plants	present	Sorbaria sorbifolia (L.) A. Braun	2432
Sorbaria tomentosa (Lindl.) Rehd.	3012117	Plantae	established	plants	present	Sorbaria tomentosa (Lindl.) Rehd.	2433
Sorbus domestica L.	3013206	Plantae	introduced	plants	present	Sorbus domestica L.	2434
Sorbus hybrida L.	3012400	Plantae	introduced	plants	present	Sorbus hybrida L.	2435
Sorbus intermedia (Ehrh.) Pers.	3012254	Plantae	introduced	plants	present	Sorbus intermedia (Ehrh.) Pers.	2436
Sorbus latifolia (Lam.) Pers.	8576221	Plantae	introduced	plants	present	Sorbus latifolia (Lam.) Pers.	2437
Sorghum bicolor (L.) Moench	2705181	Plantae	introduced	plants	present	Sorghum bicolor (L.) Moench	2152
Sorghum halepense (L.) Pers.	2705185	Plantae	established	plants	present	Sorghum halepense (L.) Pers.	2153
Spartina pectinata Bosc ex Link	5290030	Plantae	introduced	plants	present	Spartina pectinata Bosc ex Link	2154
Spartina townsendii H.Groves & J.Groves	5290034	Plantae, nan	established	harmonia, plants, wrims	present	Spartina townsendii H.Groves & J.Groves	152, 2155, 9529
Spartina townsendii var. anglica C.E. Hubbard	5679819	Plantae	established, to be determined by experts	wrims	present	Spartina townsendii var. anglica C.E. Hubbard	9530, 9531
Spartium junceum L.	5355395	Plantae	established	plants	present	Spartium junceum L.	1352
Sphaeralcea bonariensis (Cav.) Griseb.	7116158	Plantae	introduced	plants	present	Sphaeralcea bonariensis (Cav.) Griseb.	1642
Spinacia oleracea L.	3083647	Plantae	introduced	plants	present	Spinacia oleracea L.	355
Spiraea L.	3026392	nan	invasive	harmonia	present	Spiraea L.	155
Spiraea alba Du Roi	3026585	Plantae	established	plants	present	Spiraea alba Du Roi	2438
Spiraea alba Duroi	7787813	nan	invasive	harmonia	present	Spiraea alba Duroi	153
Spiraea billardii Dippel	8376790	nan	invasive	harmonia	present	Spiraea billardii Dippel	157
Spiraea canescens D. Don	3027138	Plantae	introduced	plants	present	Spiraea canescens D. Don	2439
Spiraea douglasii Hook.	3027159	Plantae, nan	established, invasive	harmonia, plants	present	Spiraea douglasii Hook.	154, 2441
Spiraea hypericifolia L.	3026431	Plantae	introduced	plants	present	Spiraea hypericifolia L.	2442
Spiraea japonica L. f.	3026403	Plantae	established	plants	present	Spiraea japonica L. f.	2443
Spiraea nipponica Maxim.	3027341	Plantae	introduced	plants	present	Spiraea nipponica Maxim.	2444
Spiraea tomentosa L.	3026819	Plantae, nan	established, invasive	harmonia, plants	present	Spiraea tomentosa L.	156, 2445
Spiraea vanhouttei (Briot) Zabel	3026622	Plantae	introduced	plants	present	Spiraea ×vanhouttei (Briot) Carrière	2450
Spiraea ×macrothyrsa Dippel	3027355	Plantae	unknown	plants	present	Spiraea ×macrothyrsa Dippel	2448
Spiraea ×pseudosalicifolia Silverside	3026444	Plantae	established	plants	present	Spiraea ×pseudosalicifolia Silverside	2446
Spiraea ×rosalba Dippel	3027332	Plantae	unknown	plants	present	Spiraea ×rosalba Dippel	2449
Sporobolus africanus (Poir.) Robyns & Tournay	4152259	Plantae	introduced	plants	present	Sporobolus africanus (Poir.) Robyns & Tournay	2156
Sporobolus carolii Mez	4151298	Plantae	introduced	plants	present	Sporobolus carolii Mez	2157
Sporobolus creber De Nardi	8047362	Plantae	introduced	plants	present	Sporobolus creber De Nardi	2158
Sporobolus elongatus R.Br.	2704778	Plantae	introduced	plants	present	Sporobolus elongatus R.Br.	2159
Sporobolus indicus (L.) R.Br.	2704757	Plantae	introduced	plants	present	Sporobolus indicus (L.) R.Br.	2160
Sporobolus virginicus (L.) Kunth	2704745	Plantae	introduced	plants	unknown	Sporobolus virginicus (L.) Kunth	2161
Stachys atherocalyx K.Koch	3885185	Plantae	introduced	plants	present	Stachys atherocalyx K.Koch	1579
Stachys byzantina K.Koch	2927230	Plantae	introduced	plants	present	Stachys byzantina K.Koch	1580
Stachys cretica L.	2927296	Plantae	introduced	plants	present	Stachys cretica L.	1581
Staphylea pinnata L.	3686235	Plantae	established	plants	present	Staphylea pinnata L.	2604
Stipa pennata L.	4127831	Plantae	introduced	plants	present	Stipa pennata L.	2163
Stipagrostis pungens (Desf.) De Winter	4130246	Plantae	introduced	plants	present	Stipagrostis pungens (Desf.) De Winter	2164
Stranvaesia davidiana Decne.	3000406	Plantae	introduced	plants	present	Stranvaesia davidiana Decne.	2451
Stuartina muelleri Sond.	3125765	Plantae	introduced	plants	present	Stuartina muelleri Sond.	745
Styela clava Herdman, 1881	2331942	Animalia	established, to be determined by experts	wrims	present	Styela clava Herdman, 1881	9532, 9533, 9534
Sutera cordata (Thunb.) Kuntze	3728734	Plantae	introduced	plants	present	Chaenostoma cordatum Benth.	2528
Symphoricarpos albus (L.) C. Koch	7523753	Plantae	established	plants	present	Symphoricarpos albus (L.) S.F.Blake	1022
Symphoricarpos orbiculatus Moench	2888636	Plantae	introduced	plants	present	Symphoricarpos orbiculatus Moench	1025
Symphoricarpos ×chenaultii Rehder	3855595	Plantae	unknown	plants	unknown	Symphoricarpos ×chenaultii Rehder	1023
Symphoricarpos ×doorenbosii Krussm.	8212772	Plantae	established	plants	present	Symphoricarpos ×doorenbosii Krussm.	1024
Symphyotrichum ciliatum (Ledeb.) G.L.Nesom	3151692	Plantae	introduced	plants	present	Symphyotrichum ciliatum (Ledeb.) G.L.Nesom	746
Symphyotrichum laeve (L.) Á.Löve & D.Löve	8421156	Plantae, nan	established, nan	harmonia, plants	present	Aster laevis L., Symphyotrichum laeve (L.) A	38, 747
Symphyotrichum lateriflorum	3151522	Plantae	introduced	plants	present	Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve	749
Symphyotrichum novae-angliae (L.) G.L.Nesom	3151618	Plantae	unknown	plants	present	Symphyotrichum novae-angliae (L.) G.L.Nesom	750
Symphyotrichum novi-belgii (L.) G.L.Nesom	3151558	Plantae, nan	established, invasive	harmonia, plants	present	Aster novi-belgii L., Symphyotrichum novi-belgii (L.) G.L.Nesom	40, 41, 751
Symphyotrichum pilosum (Willd.) G.L.Nesom	3151755	Plantae	established	plants	present	Symphyotrichum pilosum (Willd.) G.L.Nesom	752
Symphyotrichum racemosum (Elliott) G.L.Nesom	3151666	Plantae	introduced	plants	present	Symphyotrichum racemosum (Elliott) G.L.Nesom	753
Symphyotrichum salignum (Willd.) G.L.Nesom	3151811	Plantae, nan	established, invasive	harmonia, plants	present	Symphyotrichum salignum (Willd.) G.L.Nesom	42, 755
Symphytum asperum Lepechin	2926066	Plantae	established	plants	present	Symphytum asperum Lepechin	849
Symphytum caucasicum M. Bieb.	7989836	Plantae	unknown	plants	present	Symphytum caucasicum M. Bieb.	850
Symphytum grandiflorum DC.	4067302	Plantae	established	plants	present	Symphytum grandiflorum DC.	851
Symphytum ×hidcotense P.D.Sell	4067281	Plantae	unknown	plants	present	Symphytum ×hidcotense P.D.Sell	852
Synidotea laticauda Benedict, 1897	2204831	Animalia	established	macroinvertebrates, wrims	present	Synidotea laticauda Benedict, 1897	204, 9535
Synurella ambulans (F. Müller, 1846)	4416920	Animalia	established	macroinvertebrates	present	Synurella ambulans (F. Müller, 1846)	181
Syringa josikaea J.Jacq. ex Rchb.f.	7636833	Plantae	unknown	plants	present	Syringa josikaea J.Jacq. ex Rchb.f.	1673
Syringa vulgaris L.	5415039	Plantae	unknown	plants	present	Syringa vulgaris L.	1674
Tadorna ferruginea (Pallas, 1764)	2498015	nan	established	harmonia	present	Tadorna ferruginea (Pallas, 1764)	158
Tagetes erecta L.	3088488	Plantae	introduced	plants	present	Tagetes erecta L.	756
Tagetes minuta L.	3088481	Plantae	introduced	plants	present	Tagetes minuta L.	757
Tagetes patula L.	3088492	Plantae	introduced	plants	present	Tagetes patula L.	758
Tagetes tenuifolia Cav.	7497356	Plantae	introduced	plants	present	Tagetes tenuifolia Cav.	759
Tamarix canariensis Willd.	2874701	Plantae	introduced	plants	present	Tamarix canariensis Willd.	2607
Tamarix gallica L.	8380575	Plantae	unknown	plants	present	Tamarix gallica L.	2608
Tamarix parviflora DC.	2874706	Plantae	unknown	plants	present	Tamarix parviflora DC.	2609
Tamias sibiricus (Laxmann, 1769)	2437450	nan	invasive	harmonia	present	Tamias sibiricus (Laxmann, 1769)	159
Tanacetum balsamita L.	3118254	Plantae	introduced	plants	present	Tanacetum balsamita L.	760
Tanacetum corymbosum (L.) Sch.Bip.	3118216	Plantae	introduced	plants	present	Tanacetum corymbosum (L.) Sch.Bip.	761
Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.	3118526	Plantae	unknown	plants	present	Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.	762
Tanacetum parthenium (L.) Sch.Bip.	3118430	Plantae	established	plants	present	Tanacetum parthenium (L.) Sch.Bip.	763
Tarenaya hassleriana (Chodat) Iltis	3872463	Plantae	introduced	plants	present	Tarenaya hassleriana (Chodat) Iltis	1088
Taxodium distichum (L.) Rich.	2684191	Plantae	introduced	plants	present	Taxodium distichum (L.) Rich.	2611
Telekia speciosa (Schreb.) Baumg.	5389173	Plantae	established	plants	present	Telekia speciosa (Schreb.) Baumg.	764
Tellima grandiflora (Pursh) Douglas ex Lindley	3032698	Plantae	established	plants	present	Tellima grandiflora (Pursh) Douglas ex Lindley	2524
Telmatogeton japonicus Tokunaga, 1933	1450317	Animalia	established, to be determined by experts	wrims	present	Telmatogeton japonicus Tokunaga, 1933	9536, 9537
Teredo navalis Linnaeus, 1758	2288847	Animalia	established, to be determined by experts, unknown	macroinvertebrates, wrims	present	Teredo navalis Linnaeus, 1758	217, 9538, 9539
Tetragonia tetragonioides (Pall.) Kuntze	5384307	Plantae	introduced	plants	present	Tetragonia tetragonioides (Pall.) Kuntze	249
Teucrium hircanicum L.	3896282	Plantae	introduced	plants	present	Teucrium hircanicum L.	1583
Teucrium resupinatum Desf.	8118326	Plantae	introduced	plants	present	Teucrium resupinatum Desf.	1584
Thalassiosira punctigera (Castracane) Hasle, 1983	3193503	Chromista	to be determined by experts	wrims	present	Thalassiosira punctigera (Castracane) Hasle, 1983	9540
Thalictrum aquilegiifolium L.	3033131	Plantae	unknown	plants	present	Thalictrum aquilegiifolium L.	2317
Thalictrum speciosissimum L.	7277286	Plantae	introduced	plants	present	Thalictrum speciosissimum L.	2318
Thinopyrum elongatum (Host) D.R.Dewey	4125808	Plantae	introduced	plants	present	Thinopyrum elongatum (Host) D.R.Dewey	2166
Thladiantha dubia Bunge	2874538	Plantae	introduced	plants	present	Thladiantha dubia Bunge	1150
Thlaspi alliaceum L.	3052738	Plantae	unknown	plants	present	Thlaspi alliaceum L.	971
Threskiornis aethiopicus (Latham, 1790)	2480764	nan	nan	harmonia	absent	Threskiornis aethiopicus (Latham, 1790)	160
Thuja occidentalis L.	2684178	Plantae	introduced	plants	present	Thuja occidentalis L.	1152
Thuja plicata Donn ex D. Don	2684171	Plantae	introduced	plants	present	Thuja plicata Donn ex D. Don	1153
Thymus citriodorus (Pers.) Schreb.	5607452	Plantae	introduced	plants	present	Thymus citriodorus (Pers.) Schreb.	1587
Thymus vulgaris L.	5341442	Plantae	established	plants	present	Thymus vulgaris L.	1586
Tiarella cordifolia L.	5371610	Plantae	introduced	plants	present	Tiarella cordifolia L.	2525
Tilia tomentosa Moench	4259350	Plantae	introduced	plants	present	Tilia tomentosa Moench	1643
Tinantia erecta (Jacq.) Fenzl	5303524	Plantae	introduced	plants	present	Tinantia erecta (Jacq.) Schltdl.	1094
Tithonia rotundifolia (Mill.) S.F.Blake	5396551	Plantae	introduced	plants	present	Tithonia rotundifolia (Mill.) S.F.Blake	765
Tordylium maximum L.	3633319	Plantae	introduced	plants	present	Tordylium maximum L.	426
Torilis africana Spreng.	6026665	Plantae	introduced	plants	present	Torilis africana Spreng.	427
Torilis leptophylla (L.) Rchb. fil.	8364220	Plantae	introduced	plants	present	Torilis leptophylla (L.) Reichenb. f.	428
Trachelium caeruleum L.	5407810	Plantae	introduced	plants	present	Trachelium caeruleum L.	993
Trachemys scripta Schoepff, 1792	2443002	nan	established	harmonia	absent	Trachemys scripta Schoepff, 1792	161
Trachycarpus fortunei (Hook.) H.Wendl.	2739071	Plantae	introduced	plants	present	Trachycarpus fortunei (Hook.) H.Wendl.	459
Trachyspermum ammi (L.) Sprague	3034241	Plantae	introduced	plants	present	Trachyspermum ammi (L.) Sprague ex Turrill	429
Tradescantia fluminensis Vell.	2765156	Plantae	introduced	plants	present	Tradescantia fluminensis Vell.	1095
Tradescantia virginiana L.	2765272	Plantae	introduced	plants	present	Tradescantia virginiana L.	1096
Tragopogon dubius Scop.	6443709	Plantae	established	plants	present	Tragopogon dubius Scop.	766
Tragopogon mirabilis Rouy	5709400	Plantae	introduced	plants	present	Tragopogon mirabilis Rouy	768
Tragopogon porrifolius L.	5386938	Plantae	introduced	plants	present	Tragopogon porrifolius L.	767
Tragus australianus S.T.Blake	5290130	Plantae	introduced	plants	present	Tragus australianus S.T.Blake	2168
Tragus berteronianus Schult.	5290129	Plantae	introduced	plants	present	Tragus berteronianus Schult.	2169
Tragus koelerioides Asch.	5674919	Plantae	introduced	plants	present	Tragus koelerioides Asch.	2170
Tragus racemosus (L.) All.	5290126	Plantae	established	plants	present	Tragus racemosus (L.) All.	2171
Trapa natans L.	3188757	Plantae	introduced	plants	present	Trapa natans L.	1608
Traunsteinera globosa (L.) Rchb.	2784401	Plantae	introduced	plants	present	Traunsteinera globosa (L.) Rchb.	1729
Tribulus terrestris L.	5421116	Plantae	introduced	plants	present	Tribulus terrestris L.	2645
Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	4985072	Animalia	established, to be determined by experts	wrims	present	Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	9541, 9542, 9543, 9544
Tricellaria ternata (Ellis & Solander, 1786)	4985069	Animalia	to be determined by experts	wrims	present	Tricellaria ternata (Ellis & Solander, 1786)	9545
Trifolium alexandrinum L.	5358907	Plantae	introduced	plants	present	Trifolium alexandrinum L.	1354
Trifolium alpestre L.	5359499	Plantae	introduced	plants	present	Trifolium alpestre L.	1355
Trifolium angustifolium L.	5359395	Plantae	introduced	plants	present	Trifolium angustifolium L.	1356
Trifolium constantinopolitanum Ser.	5358906	Plantae	introduced	plants	present	Trifolium constantinopolitanum Ser.	1357
Trifolium diffusum Ehrh.	5358912	Plantae	introduced	plants	present	Trifolium diffusum Ehrh.	1358
Trifolium echinatum M.Bieb.	5359345	Plantae	introduced	plants	present	Trifolium echinatum M.Bieb.	1359
Trifolium glomeratum L.	5358694	Plantae	introduced	plants	present	Trifolium glomeratum L.	1360
Trifolium hirtum All.	5359445	Plantae	introduced	plants	present	Trifolium hirtum All.	1361
Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.	5359402	Plantae	introduced	plants	present	Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.	1362
Trifolium hybridum subsp. hybridum	7224427	Plantae	established	plants	present	Trifolium hybridum subsp. hybridum	1363
Trifolium incarnatum L.	5359378	Plantae	introduced	plants	present	Trifolium incarnatum L.	1364
Trifolium isthmocarpum Brot.	5359447	Plantae	introduced	plants	present	Trifolium isthmocarpum Brot.	1365
Trifolium lappaceum L.	5358913	Plantae	introduced	plants	present	Trifolium lappaceum L.	1366
Trifolium michelianum Savi	5359169	Plantae	introduced	plants	present	Trifolium michelianum Savi	1367
Trifolium nigrescens Viv.	5358774	Plantae	introduced	plants	present	Trifolium nigrescens Viv.	1368
Trifolium pallidum Waldst. & Kit.	5359411	Plantae	introduced	plants	present	Trifolium pallidum Waldst. & Kit.	1369
Trifolium pannonicum Jacq.	5359067	Plantae	introduced	plants	present	Trifolium pannonicum Jacq.	1370
Trifolium patens Schreb.	5359260	Plantae	introduced	plants	present	Trifolium patens Schreb.	1371
Trifolium purpureum Loisel.	5359526	Plantae	introduced	plants	present	Trifolium purpureum Loisel.	1372
Trifolium resupinatum L.	5359175	Plantae	introduced	plants	present	Trifolium resupinatum L.	1373
Trifolium retusum L.	5359118	Plantae	introduced	plants	present	Trifolium retusum L.	1374
