	gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	datasetName	firstObservationYearBE	firstObservationYearFL	invasionStage	habitat	nativeRange	introductionPathway	presenceBE	presenceFL	presenceWA	presenceBR	gbifapi_scientificName	index
2210	Tiarella cordifolia L.	5371610	Plantae	plants	2012.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Tiarella cordifolia L.	2525
2211	Tilia tomentosa Moench	4259350	Plantae	plants	2006.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	absent	present	absent	Tilia tomentosa Moench	1643
2212	Tinantia erecta (Jacq.) Fenzl	5303524	Plantae	plants	1956.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Tinantia erecta (Jacq.) Schltdl.	1094
2213	Tithonia rotundifolia (Mill.) S.F.Blake	5396551	Plantae	plants	2015.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Tithonia rotundifolia (Mill.) S.F.Blake	765
2214	Tordylium maximum L.	3633319	Plantae	plants	2004.0		introduced	to be determined by experts	Europe | Asia	contaminant > seed contaminant	present	present	absent	absent	Tordylium maximum L.	426
2215	Torilis africana Spreng.	6026665	Plantae	plants	1999.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	absent	absent	Torilis africana Spreng.	427
2216	Torilis leptophylla (L.) Rchb. fil.	8364220	Plantae	plants	1872.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	absent	present	absent	Torilis leptophylla (L.) Rchb. fil.	428
2217	Trachelium caeruleum L.	5407810	Plantae	plants	2005.0		introduced	to be determined by experts	Europe | Africa	escape > horticulture	present	present	absent	absent	Trachelium caeruleum L.	993
2218	Trachemys scripta Schoepff, 1792	2443002		harmonia	1979.0		established	freshwater	N. America	to be determined by experts	absent	absent	absent	absent	Trachemys scripta Schoepff, 1792	161
2219	Trachycarpus fortunei (Hook.) H.Wendl.	2739071	Plantae	plants	2015.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Trachycarpus fortunei (Hook.) H.Wendl.	459
2220	Trachyspermum ammi (L.) Sprague	3034241	Plantae	plants	1892.0		introduced	to be determined by experts	unknown	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	present	Trachyspermum ammi (L.) Sprague ex Turrill	429
2221	Tradescantia fluminensis Vell.	2765156	Plantae	plants	1988.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	absent	absent	Tradescantia fluminensis Vell.	1095
2222	Tradescantia virginiana L.	2765272	Plantae	plants	1946.0		introduced	to be determined by experts	unknown	escape > horticulture	present	present	present	absent	Tradescantia virginiana L.	1096
2223	Tragopogon dubius Scop.	6443709	Plantae	plants	1939.0		established	to be determined by experts	Europe | Asia	contaminant > seed contaminant	present	present	present	present	Tragopogon dubius Scop.	766
2224	Tragopogon mirabilis Rouy	5709400	Plantae	plants	2000.0		introduced	to be determined by experts	unknown	to be determined by experts	present	present	absent	absent	Tragopogon mirabilis Rouy	768
2225	Tragopogon porrifolius L.	5386938	Plantae	plants	1813.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	present	present	Tragopogon porrifolius L.	767
2226	Tragus australianus S.T.Blake	5290130	Plantae	plants	1899.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Tragus australianus S.T.Blake	2168
2227	Tragus berteronianus Schult.	5290129	Plantae	plants	1947.0		introduced	to be determined by experts	Africa | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Tragus berteronianus Schult.	2169
2228	Tragus koelerioides Asch.	5674919	Plantae	plants	1887.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Tragus koelerioides Asch.	2170
2229	Tragus racemosus (L.) All.	5290126	Plantae	plants	1850.0		established	to be determined by experts	Europe | Africa | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Tragus racemosus (L.) All.	2171
2230	Trapa natans L.	3188757	Plantae	plants	1800.0		introduced	to be determined by experts	Europe | Africa | Asia	escape > horticulture	present	present	present	present	Trapa natans L.	1608
2231	Traunsteinera globosa (L.) Rchb.	2784401	Plantae	plants	1812.0		introduced	to be determined by experts	Europe	unknown	present	absent	absent	present	Traunsteinera globosa (L.) Rchb.	1729
2232	Tribulus terrestris L.	5421116	Plantae	plants	1835.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	present	Tribulus terrestris L.	2645
2233	Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	4985072	Animalia	wrims	2000.0		established | to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	9541 | 9542 | 9543 | 9544
2234	Tricellaria ternata (Ellis & Solander, 1786)	4985069	Animalia	wrims	1906.0		to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Tricellaria ternata (Ellis & Solander, 1786)	9545
2235	Trifolium alexandrinum L.	5358907	Plantae	plants	1961.0		introduced	to be determined by experts	Africa | Asia	contaminant > seed contaminant | escape > agriculture (including biofuel feedstocks)	present	present	present	absent	Trifolium alexandrinum L.	1354
2236	Trifolium alpestre L.	5359499	Plantae	plants	1862.0		introduced	to be determined by experts	Europe | Asia	unknown	present	absent	present	absent	Trifolium alpestre L.	1355
2237	Trifolium angustifolium L.	5359395	Plantae	plants	1850.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Trifolium angustifolium L.	1356
2238	Trifolium constantinopolitanum Ser.	5358906	Plantae	plants	1995.0		introduced	to be determined by experts	Africa | Asia	contaminant > seed contaminant	present	present	absent	absent	Trifolium constantinopolitanum Ser.	1357
2239	Trifolium diffusum Ehrh.	5358912	Plantae	plants	1891.0		introduced	to be determined by experts	Europe	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Trifolium diffusum Ehrh.	1358
2240	Trifolium echinatum M.Bieb.	5359345	Plantae	plants	1904.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	present	present	Trifolium echinatum M.Bieb.	1359
2241	Trifolium glomeratum L.	5358694	Plantae	plants	1900.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Trifolium glomeratum L.	1360
2242	Trifolium hirtum All.	5359445	Plantae	plants	1883.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Trifolium hirtum All.	1361
2243	Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.	5359402	Plantae	plants	1813.0		introduced	to be determined by experts	Europe | Asia	contaminant > seed contaminant	present	present	present	present	Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.	1362
2244	Trifolium hybridum subsp. hybridum	7224427	Plantae	plants	1813.0		established	to be determined by experts	Europe | Asia	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Trifolium hybridum subsp. hybridum	1363
2245	Trifolium incarnatum L.	5359378	Plantae	plants	1859.0		introduced	to be determined by experts	Europe	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Trifolium incarnatum L.	1364
2246	Trifolium isthmocarpum Brot.	5359447	Plantae	plants	1877.0		introduced	to be determined by experts	Europe | Africa	contaminant > seed contaminant	present	present	absent	absent	Trifolium isthmocarpum Brot.	1365
2247	Trifolium lappaceum L.	5358913	Plantae	plants	1921.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Trifolium lappaceum L.	1366
2248	Trifolium michelianum Savi	5359169	Plantae	plants	1994.0		introduced	to be determined by experts	Europe | Asia	contaminant > seed contaminant	present	present	absent	absent	Trifolium michelianum Savi	1367
2249	Trifolium nigrescens Viv.	5358774	Plantae	plants	1999.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	absent	absent	Trifolium nigrescens Viv.	1368
2250	Trifolium pallidum Waldst. & Kit.	5359411	Plantae	plants	1995.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	absent	absent	Trifolium pallidum Waldst. & Kit.	1369
2251	Trifolium pannonicum Jacq.	5359067	Plantae	plants	2006.0		introduced	to be determined by experts	Europe | Asia	unknown	present	absent	absent	present	Trifolium pannonicum Jacq.	1370
2252	Trifolium patens Schreb.	5359260	Plantae	plants	1920.0		introduced	to be determined by experts	Europe | Asia	unknown	present	present	absent	absent	Trifolium patens Schreb.	1371
2253	Trifolium purpureum Loisel.	5359526	Plantae	plants	1876.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	absent	absent	Trifolium purpureum Loisel.	1372
2254	Trifolium resupinatum L.	5359175	Plantae	plants	1861.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Trifolium resupinatum L.	1373
2255	Trifolium retusum L.	5359118	Plantae	plants	1835.0		introduced	to be determined by experts	Europe | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Trifolium retusum L.	1374
2257	Trifolium spumosum L.	5359263	Plantae	plants	1954.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	absent	present	absent	Trifolium spumosum L.	1376
2258	Trifolium squamosum L.	5359194	Plantae	plants	1854.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	absent	absent	Trifolium squamosum L.	1377
2259	Trifolium squarrosum L.	5359109	Plantae	plants	1990.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	present	absent	Trifolium squarrosum L.	1378
2260	Trifolium stellatum L.	5359037	Plantae	plants	1977.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Trifolium stellatum L.	1379
2261	Trifolium strictum L.	5359475	Plantae	plants	1995.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	absent	absent	Trifolium strictum L.	1380
2262	Trifolium suffocatum L.	5359099	Plantae	plants	2015.0		unknown	to be determined by experts	to be determined by experts	stowaway > people and their luggage/equipment (in particular tourism)	present	present	absent	absent	Trifolium suffocatum L.	1381
