Taxon	Synonym	Family	M/I	FR	MRR	Origin	Presence_Fl	Presence_Br	Presence_Wa	D/N	V/I
Ranunculus parviflorus L.		Ranunculaceae	A	<1868	N	E AF 	X		X	Nat.	Grain,…
Ranunculus pensylvanicus L.f.		Ranunculaceae	A	2012	2012	NAM	X			Cas.	Grain
Ranunculus trilobus Desf.		Ranunculaceae	A	2004	2015	E AF	X			Cas.	Grain
Thalictrum aquilegiifolium L.		Ranunculaceae	D	1856	N?	E AS-Te	X	X	X	Nat.?	Hort.
Thalictrum speciosissimum L.		Ranunculaceae	D	2011	2014	E AF	X			Cas.	Hort.
Trollius europaeus L.		Ranunculaceae	D	1852	1952	E AS-Te	X		X	Cas.	Hort.
Caylusea abyssinica (Fresen.) Fisch. et C.A. Mey.		Resedaceae	A	1981	2015	AF	X			Cas.	Birdseed
Reseda alba L.		Resedaceae	A	1857	2014	E AF AS-Te	X	X	X	Cas.	Grain,…
Reseda lutea L. subsp. vivantii (Monts.) Rovira		Resedaceae	A	1898	1898	E			X	Cas.	Wool
Reseda odorata L.		Resedaceae	D	1870	2011	?	X	X	X	Cas.	Hort.
Reseda phyteuma L.		Resedaceae	A	1903	2005	E AF AS-Te	X		X	Cas.	Grain,…
Ceanothus x delilianus Spach (C. americanus L. x coeruleus Lag.)		Rhamnaceae	D	1992	1992	Cult.	X			Cas.	Hort.
Paliurus spina-christi Mill.		Rhamnaceae	D	1874	1874	E AS-Te			X	Cas.	Hort.
Ziziphus lotus (L.) Lam.		Rhamnaceae	?	2006	2009	E AF AS-Te	X			Cas.	?
Agrimonia repens L.		Rosaceae	A	<1827	<1827	AS-Te			X	Cas.	?
Alchemilla conjuncta Bab.		Rosaceae	D	<1830	1884	E			X	Ext.	Hort.
Alchemilla micans Buser		Rosaceae	A?	1950	2010	E	X		X	Cas.	?
Alchemilla mollis (Buser) Rothm.		Rosaceae	D	1995	N	E AS-Te	X	X	X	Nat.	Hort.
Alchemilla tytthantha Juzepcz.		Rosaceae	D	1960	1969	E		X		Ext.	Hort.
Amelanchier lamarckii F.G. Schroeder		Rosaceae	D	1876	N	NAM	X	X	X	Inv.	Hort.
Amelanchier spicata (Lam.) K. Koch		Rosaceae	D	1886	2011	NAM	X		X	Cas.	Hort.
Aronia melanocarpa (Michaux) S. Elliott		Rosaceae	D	1956	1958	NAM	X			Cas.?	Hort.
Aronia prunifolia (Marshall). Rehd.		Rosaceae	D	1841	N	NAM	X		X	Nat.	Hort.
Aruncus dioicus (Walter) Fernald		Rosaceae	D	1949	2010	E AS-Te NAM	X		X	Cas.	Hort.
Chaenomeles japonica (Thundb.) Spach 	Incl. C. x superba (Frahm.) Rehd. (= C. japonica x speciosa (Sweet) Nakai)	Rosaceae	D	2002	Ann.	AS-Te	X		X	Cas.	Hort.
Cotoneaster ambiguus Rehd. et E.H. Wilson		Rosaceae	D	2010	2012	AS-Te	X			Cas.	Hort.
Cotoneaster ascendens Flinck et B. Hylmö		Rosaceae	D	2010	Ann.	AS-Te	X		X	Cas.	Hort.
Cotoneaster boisianus G. Klotz		Rosaceae	D	2011	Ann.	AS-Te	X			Cas.	Hort.
Cotoneaster bullatus Bois		Rosaceae	D	2001	Ann.	AS-Te	X		X	Cas.	Hort.
Cotoneaster conspicuus C. Marquand		Rosaceae	D	2010	2011	AS-Te	X			Cas.	Hort.
Cotoneaster coriaceus Franch. (incl. C. lacteus W.W. Smith)		Rosaceae	D	2010	2010	AS-Te	X		X	Cas.	Hort.
Cotoneaster dammeri C.K. Schneider		Rosaceae	D	2007	N	AS-Te	X			Nat.	Hort.
Cotoneaster dielsianus Pritzel		Rosaceae	D	1990	N	AS-Te	X		X	Nat.	Hort.
Cotoneaster divaricatus Rehd. et E.H. Wilson		Rosaceae	D	2001	N	AS-Te	X		X	Nat.	Hort.
Cotoneaster fangianus T.T. Yu		Rosaceae	D	2001	N	AS-Te	X			Nat.	Hort.
Cotoneaster franchetii Bois		Rosaceae	D	2004	N	AS-Te	X		X	Nat.	Hort.
Cotoneaster ganghobaensis Fryer et B. Hylmö		Rosaceae	D	2011	2013	AS-Te	X			Cas.	Hort.
Cotoneaster hjelmqvistii Flinck et B. Hylmö		Rosaceae	D	2000	N	AS-Te	X		X	Nat.	Hort.
Cotoneaster horizontalis Decaisne		Rosaceae	D	1982	N	AS-Te	X	X	X	Inv.	Hort.
Cotoneaster hylmoei Flinck et B. Hylmö 		Rosaceae	D	2011	2012	AS-Te	X			Cas.	Hort.
Cotoneaster integrifolius (Roxb.) G. Klotz		Rosaceae	D	2001	2003	AS-Te	X			Cas.	Hort.
Cotoneaster lucidus Schltdl.		Rosaceae	D	2011	2011	AS-Te	X			Cas.	Hort.
Cotoneaster mairei H. Léveillé		Rosaceae	D	2010	2010	AS-Te	X			Cas.	Hort.
Cotoneaster moupinensis Franch.		Rosaceae	D	2010	2010	AS-Te	X			Cas.	Hort.
Cotoneaster nanshan M. Vilm. ex Mottet		Rosaceae	D	2010	2011	AS-Te	X			Cas.	Hort.
Cotoneaster qungbixiensis Fryer et B. Hylmö		Rosaceae	D	2011	2013	AS-Te	X			Cas.	Hort.
Cotoneaster rehderi Pojark.	Cotoneaster bullatus Bois var. macrophyllus Rehd. et E.H. Wilson 	Rosaceae	D	1983	N	AS-Te	X	X	X	Nat.	Hort.
Cotoneaster salicifolius Franch.		Rosaceae	D	1989	N	AS-Te	X	X	X	Nat.	Hort.
Cotoneaster simonsii Baker		Rosaceae	D	1959	N	AS-Te	X		X	Nat.	Hort.
Cotoneaster sternianus (Turrill) Boom		Rosaceae	D	1998	N	AS-Te	X		X	Nat.	Hort.
Cotoneaster villosulus (Rehd. et E.H. Wilson) Flinck et B. Hylmö		Rosaceae	D	1997	N	AS-Te	X			Nat.	Hort.
Cotoneaster x suecicus G. Klotz (C. conspicuus Marquand x dammeri C.K. Schneider)		Rosaceae	D	2006	Ann.	Cult.	X		X	Cas.	Hort.
Cotoneaster x watereri Exell (C. frigidus Wallich ex Lindl. x salicifolius)		Rosaceae	D	2000	Ann.	Cult.	X		X	Cas.	Hort.
Cotoneaster zabelii C.K. Schneider		Rosaceae	D	2010	Ann.	AS-Te	X		X	Cas.	Hort.
Crataegus persimilis Sarg.		Rosaceae	D	1959	2013	NAM	X	X		Cas.	Hort.
Cydonia oblonga Mill.		Rosaceae	D	1873	N?	AS 	X	X	X	Nat.?	Hort.
Dasiphora davurica (Nestler) Komarov var. mandshurica (Maxim.) Verloove et Lambinon 	Potentilla davurica Nestler var. mandshurica (Maxim.) Wolf	Rosaceae	D	2008	2008	AS-Te	X			Cas. 	Hort.
Dasiphora fruticosa (L.) Rydberg	Potentilla fruticosa L.	Rosaceae	D	<1893	N	E AS-Te NAM	X	X	X	Nat.	Hort.
Eriobotrya japonica (Thunb.) Lindl.		Rosaceae	D	2000	2014	AS-Te	X	X	X	Cas.	Hort.
Filipendula camtschatica (Pall.) Maxim.		Rosaceae	D	1948	1948	AS-Te			X	Cas.	Hort.
Fragaria x ananassa (Weston) Rozier (F. chiloensis (L.) Mill. x virginiana Mill.)		Rosaceae	D	<1858	Ann.	Cult.	X		X	Cas.	Agric.
Geum macrophyllum Willd.		Rosaceae	A/D	1994	N	NAM AS-Te	X			Nat.	Hort.
Geum quellyon Sweet		Rosaceae	D	2004	2004	SAM	X			Cas.	Hort.
Geum ternatum (Stephan) Smedmark	Waldsteinia ternata (Stephan) Fritsch	Rosaceae	D	2008	2014	E AS-Te	X			Cas.	Hort.
Kerria japonica (L.) DC.		Rosaceae	D	1902	2014	AS-Te	X		X	Cas.	Hort.
Malus baccata (L.) Borkh.		Rosaceae	D	2007	2007	AS-Te	X			Cas.	Hort.
Malus sieboldii (Regel) Rehd.		Rosaceae	D	2006	2006	AS-Te	X			Cas.	Hort.
Malus sylvestris (L.) Mill. subsp. mitis (Wallr.) Mansf.		Rosaceae	D	<1850	Ann.	Cult.	X	X	X	Cas.	Hort.
Malus x purpurea (Barbier) Rehd.		Rosaceae	D	2010	2014	Cult.	X			Cas.	Hort.
Mespilus germanica L.		Rosaceae	D	<1800	N	E AS-Te	X	X	X	Nat.	Hort.
Neillia incisa (Thunb.) S.H. Oh 	Stephanandra incisa (Thunb.) Zabel	Rosaceae	D	2004	2015	AS-Te	X			Cas.	Hort.
Neillia tanakae Franch. et Savatier	Stephanandra tanakae (Franch. et Savatier) Franch. et Savatier	Rosaceae	D	2012	2012	AS-Te	X			Cas.	Hort.
Photinia beauverdiana C.K. Schneider var. notabilis (C.K. Schneider) Rehd. et Wilson		Rosaceae	D	<1999	<1999	AS-Te		X		Cas.	Hort.
Photinia villosa (Thunb.) DC.		Rosaceae	D	2009	N?	AS-Te			X	Nat.?	Hort.
Physocarpus opulifolius (L.) Maxim.		Rosaceae	D	1941	N	NAM	X		X	Nat.	Hort.
Potentilla inclinata Vill.		Rosaceae	A	1931?	N	E AS-Te	X		X	Nat.	Ore,…
Potentilla indica (G. Jackson) T. Wolf	Duchesnea indica (G. Jackson) Focke	Rosaceae	D	1944	N	AS	X	X	X	Inv.	Hort.
Potentilla intermedia L.		Rosaceae	A	?	N	AS-Te	X	X	X	Nat.	Grain, ore,…
Potentilla montana Brot.		Rosaceae	D	1955	1975	E	X			Ext.?	Hort.
Potentilla nepalensis Hooker		Rosaceae	D	2010	2010	AS-Te	X			Cas.	Hort.
Potentilla norvegica L.		Rosaceae	A	<1899	N	E AS-Te NAM	X	X	X	Nat.	Grain, ore,…
Potentilla recta L. subsp. obscura (Willd.) Arcang.	Potentilla obscura Willd.	Rosaceae	D	2011	2014	E AS-Te	X			Cas.?	Hort.
Potentilla recta L. subsp. recta		Rosaceae	D	1824	N	E AF AS-Te	X	X	X	Nat.	Hort.
Potentilla rivalis Nutt. ex Torr. et A. Gray		Rosaceae	A	2001	N	NAM	X			Nat.	Grain?
Potentilla x semiargentea Borbás (P. argentea L. x inclinata)		Rosaceae	H	?	?	Hybr.	?	?	?	Cas.	Hybridization
Prunus cerasifera Ehrh.		Rosaceae	D	1958	N	E AS-Te	X	X	X	Nat.	Hort.
Prunus cerasus L.		Rosaceae	D	<1850	N	?	X	X	X	Nat.	Hort.
Prunus domestica L. subsp. domestica		Rosaceae	D	?	?	AS-Te		X	X	Cas.?	Hort.
Prunus domestica L. subsp. instititia (L.) Bonnier et Layens		Rosaceae	D	1943	N?	AS-Te			X	Nat.?	Hort.
Prunus laurocerasus L.		Rosaceae	D	1994	N	E AS-Te	X	X	X	Inv.	Hort.
Prunus lusitanica L.		Rosaceae	D	2001	2014	E	X			Cas.	Hort.
Prunus persica (L.) Batsch		Rosaceae	D	2004	2014	AS-Te	X		X	Cas.	Hort.
Prunus serotina Ehrh.		Rosaceae	D	1904	N	NAM	X	X	X	Inv.	Hort.
Prunus virginiana L.		Rosaceae	D	2001	2001	NAM	X			Cas.	Hort.
Prunus x fruticans Weihe (P. domestica subsp. insititia x spinosa L.)		Rosaceae	D	?	?	Hybr.	?	?	?	Cas.?	Hort.
Pyracantha coccinea Roem.		Rosaceae	D	2001	Ann.	E AS-Te	X		X	Cas.	Hort.
Pyrus communis L. subsp. communis 		Rosaceae	D	?	Ann.	E AS-Te	X	X	X	Cas.	Hort.
Rhodotypos scandens (Thunb.) Makino		Rosaceae	D	1947	1947	AS-Te			X	Cas.	Hort. 
Rosa blanda Ait.		Rosaceae	D	1861	1939	NAM	X		X	Ext.	Hort. 
Rosa chinensis group		Rosaceae	D	2007	2007	Cult.	X			Cas.	Hort.
Rosa 'Dorothy Perkins'		Rosaceae	D	2010	2010	Cult.			X	Cas.	Hort.
Rosa glauca Pourr.		Rosaceae	D	1996	2014	E	X			Cas.	Hort. 
Rosa 'Hollandica'		Rosaceae	D	2010	2015	Cult.	X			Cas.	Hort.
Rosa majalis J. Herrmann		Rosaceae	D	<1850	1920	E AS-Te	 		X	Ext.	Hort. 
Rosa multiflora Thunb. ex Murray		Rosaceae	D	1966	N	AS-Te	X		X	Nat.	Hort. 
Rosa pendulina L.		Rosaceae	D	<1827	1911	E	X		X	Ext.	Hort. 
Rosa rugosa Thunb.		Rosaceae	D	1934	N	AS-Te	X	X	X	Inv.	Hort. 
Rosa virginiana J. Herrmann		Rosaceae	D	2002	2013	NAM	X			Cas.	Hort. 
Rubus armeniacus Focke		Rosaceae	D	2002	N	E AS-Te	X		X	Nat.	Hort. 
Rubus cockburnianus Hemsl.		Rosaceae	D	2011	2011	AS-Te	X			Cas.	Hort.
Rubus laciniatus Willd.		Rosaceae	D	1948	N	E	X	X	X	Nat.	Hort. 
Rubus odoratus L.		Rosaceae	D	1947	N?	NAM	X		X	Nat.?	Hort. 
Rubus parviflorus Nutt.		Rosaceae	D	2011	2013	NAM	X			Cas.	Hort.
Rubus phoenicolasius Maxim.		Rosaceae	D	1950	N	AS-Te	X	X	X	Nat.	Hort. 
Rubus spectabilis Pursh		Rosaceae	D	1941	N	NAM	X	X		Nat.	Hort. 
Rubus tricolor Focke		Rosaceae	D	2002	2002	AS-Te	X			Cas.	Hort. 
Sanguisorba minor Scop. subsp. balearica (Bourgeau ex Nyman) Muñoz Garmendia et C. Navarro		Rosaceae	D	1824	2014	E AF AS-Te	X	X	X	Cas.?	Hort.
Sorbaria kirilowii (Regel) Maxim.	S. arborea C.K. Schneider	Rosaceae	D	2013	2014	AS-Te	X			Cas.	Hort.
Sorbaria sorbifolia (L.) A. Braun		Rosaceae	D	1973	N	AS-Te	X	X	X	Nat.	Hort.
Sorbaria tomentosa (Lindl.) Rehd.		Rosaceae	D	2000	N	AS-Te	X			Nat.	Hort.
Sorbus domestica L.		Rosaceae	D	1873	1873	E AF AS-Te			X	Cas.	Hort.
Sorbus hybrida L.		Rosaceae	D	1961	1961	E	 		X	Cas.	Hort.
Sorbus intermedia (Ehrh.) Pers.		Rosaceae	D	1934	2014	E	X	X	X	Cas.	Hort.
Sorbus latifolia (Lam.) Pers.		Rosaceae	D	1986	1987	E			X	Cas.	Hort.
Spiraea alba Du Roi		Rosaceae	D	1803	N	NAM	X	X	X	Inv.	Hort.
Spiraea canescens D. Don		Rosaceae	D	2001	2009	AS-Te	X		 	Cas.	Hort.
Spiraea chamaedryfolia L. subsp. ulmifolia (Scop.) J. Duvigneaud		Rosaceae	D	1882	N	E AS-Te			X	Nat.	Hort.
Spiraea douglasii Hook.		Rosaceae	D	1885	N	NAM	X	X	X	Inv.	Hort.
Spiraea hypericifolia L.		Rosaceae	D	1885	1911	E AS-Te			X	Cas.	Hort.
Spiraea japonica L. f.		Rosaceae	D	1901	N	AS-Te	X	X	X	Nat.	Hort.
Spiraea nipponica Maxim.		Rosaceae	D	2010	2010	AS-Te	X			Cas.	Hort.
Spiraea tomentosa L.		Rosaceae	D	1870	N	NAM	X			Inv.	Hort.
Spiraea x billardii Hérincq (S. alba x douglasii) 	Incl. S. x pseudosalicifolia Silverside	Rosaceae	D	1895	N	Cult.	X	X	X	Inv.	Hort.
Spiraea x brachybotrys Lange (S. canescens x douglasii)		Rosaceae	D	1947	1947	Cult.			X	Cas.	Hort.
Spiraea x macrothyrsa (Zabel) Dipp. (S. douglasii x latifolia Borkh.)		Rosaceae	D	1948	2014	Cult.	X		X	Cas.?	Hort.
Spiraea x rosalba Dippel (S. alba x salicifolia L.)		Rosaceae	D	2003	N?	Cult.	X		X	Nat.?	Hort.
Spiraea x vanhouttei (Briot) Carr. (S. cantoniensis Lour. x trilobata L.)		Rosaceae	D	1959	1983	Cult.			X	Cas.	Hort.
Stranvaesia davidiana Decaisne	Photinia davidiana (Decaisne) Cardot	Rosaceae	A	2007	2014	AS-Te	X			Cas.	Hort.
Asperula arvensis L.		Rubiaceae	A	1812	2014	E AF AS-Te	X		X	Cas.	Grain,...
Asperula laevigata L.		Rubiaceae	A?	1823	1854	E AF AS-Te	X	X		Cas.	?
Asperula taurina L.		Rubiaceae	D	1861	1924	E AS-Te	X	X		Ext.	Hort.
Asperula tinctoria L.		Rubiaceae	D?	<1835	1922	E	X		X	Cas.	Hort.?
Crucianella angustifolia L.		Rubiaceae	A	<1837	<1837	E AF AS-Te	X			Cas.	?
Galium divaricatum Pourr. ex Lam.		Rubiaceae	A	<1900	2008	E AS-Te	X			Cas.	?
Galium murale (L.) All.		Rubiaceae	A	1902	2015	E AF AS-Te	X		X	Cas.	Wool, urban weed
Galium parisiense L. var. leiocarpum Tausch		Rubiaceae	A	<1850	N	E AF AS-Te	X	X		Nat.	Grain,…
Galium parisiense L. var. parisiense		Rubiaceae	A	1904	1904	E AF AS-Te			X	Cas.	Wool
Galium rubioides L.		Rubiaceae	D	<1900	<1900	E	?	?	?	Cas.	Hort.
Galium tenuissimum Bieb.		Rubiaceae	A	1906	1953	E AS-Te	X		X	Cas.	Wool,…
Galium verrucosum Huds.		Rubiaceae	A	1904	1909	E AF AS-Te			X	Cas.	Grain
Galium verum L. subsp. wirtgenii (F. W. Schultz) Oborný		Rubiaceae	D	2007	Nat.?	E	X			Nat.?	Hort.
Phuopsis stylosa (Trin.) Benth. et Hook. f. ex B.D. Jackson		Rubiaceae	D	2000	2014	AS-Te	X		X	Cas.	Hort.
Rubia tinctorum L.		Rubiaceae	D	<1850	<1850	E AS-Te	X			Cas.	Hort. 
Citrus aurantium L.		Rutaceae	D	1949	1949	AS-Tr			X	Cas.	Food refuse
Ptelea trifoliata L.		Rutaceae	D	1959	N	NAM	X		X	Nat.	Hort.
Ruta graveolens L.		Rutaceae	D	1881	N	E	X		X	Nat.	Hort.
Skimmia japonica Thunb.		Rutaceae	D	2012	2015	AS-Te	X		X	Cas.?	Hort.
Populus alba L.		Salicaceae	D	1955?	N	E	X	X	X	Nat.	Hort.
Populus balsamifera L.		Salicaceae	D	<1999	2006	NAM	X	X		Cas.	Hort.
Populus deltoides Bartr. ex Marshall		Salicaceae	D	1996	1996	NAM	X			Cas.	Hort.
Populus nigra L. var. italica Muenchh.		Salicaceae	D	?	2005	Cult.	X			Cas.	Hort.
Populus trichocarpa Torr. et A. Gray ex Hook.		Salicaceae	D	1994	N	NAM	X	X	X	Nat.	Hort.
Populus x canadensis Moench (P. deltoides Bartr. ex Marshall x nigra L.)		Salicaceae	D	1973	2004	Cult.	X		X	Cas.	Hort.
Populus x canescens (Ait.) Smith		Salicaceae	D	?	N	E	X	X	X	Nat.	Hort.
Populus x generosa A. Henry (P. deltoides Bartr. ex Marshall x trichocarpa)		Salicaceae	D	1996	1996	Hybr.	X			Cas.	Hort.
"Populus x jackii Sargent ""Gileadensis"" (P. balsamifera x deltoides)"		Salicaceae	D	2010	N?	NAM	X			Nat.?	Hort.
Salix acutifolia Willd.		Salicaceae	D	1986	2013	E AS-Te	X			Cas.	Hort.
Salix babylonica L. var. pekinensis A. Henry		Salicaceae	D	?	2014	AS-Te	X	X	X	Cas.	Hort.
Salix daphnoides Vill.		Salicaceae	D	?	2013	E	X			Cas.	Hort.
Salix dasyclados Wimm.		Salicaceae	D	?	N?	E	X			Nat.?	Hort.
Salix elaeagnos Scop. subsp. angustifolia (Cariot) Rech. f.		Salicaceae	D	<1830	2014	E AF AS-Te	X		X	Cas.	Hort.
Salix eriocephala Michaux		Salicaceae	D	?	2013	NAM	X			Cas.	Hort.
Salix irrorata Anderss.		Salicaceae	D	2002	2005	NAM	X			Cas.	Hort.
Salix nigra Marsh.		Salicaceae	D	1958	1958	NAM	X			Cas.	Hort.
Salix pentandra L.		Salicaceae	D	<1835	2014	E AS-Te	X	X	X	Cas.	Hort.
Salix purpurea L. var. purpurea		Salicaceae	D	?	?	E AF AS-Te	X			Cas.	Hort.
Salix udensis Trautv. et C.A. Mey.		Salicaceae	D	?	2013	AS-Te	X			Cas.	Hort.
Salix x sepulcralis Simonk. nvar. chrysocoma (Dode) Meikle (S. alba L. x babylonica)		Salicaceae	D	?	2014	Cult.	X	X		Cas.	Hort.
Azolla filiculoides Lam.		Salviniaceae	D?	1912	N	AM	X	X	X	Inv.	Hort.?
Salvinia auriculata Aubl.	Incl. S. molesta Mitch.	Salviniaceae	D	1981	1991	SAM	X			Cas.	Hort.
Salvinia natans (L.) All.		Salviniaceae	D	<1835	1889	E AS 	X			Ext.	Hort.
Acer cappadocicum Gled.		Sapindaceae	D	1992	2010	AS-Te		X		Cas.	Hort.
Acer cissifolium (Siebold & Zucc.) K. Koch		Sapindaceae	D	2014	2014	AS-Te	X			Cas.	Hort.
Acer japonicum Thunb.		Sapindaceae	D	2010	2012	AS-Te	X		X	Cas.	Hort.
Acer negundo L.		Sapindaceae	D	1955	N	NAM	X	X	X	Inv.	Hort.
Acer palmatum Thunb.		Sapindaceae	D	2013	2013	AS-Te	X			Cas.	Hort.
Acer rubrum L.		Sapindaceae	D	2008	2008	NAM	X			Cas.	Hort.
Acer rufinerve Siebold et Zucc.		Sapindaceae	D	2006	N	AS-Te	X	X	X	Inv.	Hort.
Acer saccharinum L.		Sapindaceae	D	?	N?	NAM	X		X	Nat.?	Hort.
Acer tataricum L. subsp. ginnala (Maxim.) Wesm.	Acer ginnala Maxim.	Sapindaceae	D	<2012	2014	AS-Te	X		X	Cas.	Hort.
Aesculus hippocastanum L.		Sapindaceae	D	<1980	N	E	X	X	X	Nat.	Hort.
Aesculus indica (Wallich ex Cambess.) Hook.		Sapindaceae	D	<1997	<1997	AS-Te		X		Cas.	Hort.
Aesculus pavia L. (incl. var. discolor (Pursh) Torr. et A. Gray)		Sapindaceae	D	2011	2015	NAM	X			Cas.	Hort.
Cardiospermum grandiflorum Swartz		Sapindaceae	A	1959	1959	SAM			X	Cas.	Wool
Cardiospermum halicacabum L.		Sapindaceae	A	1994	<2003	SAM	X			Cas.	Grain
Sarracenia purpurea L.		Sarraceniaceae	D	2009	2013	NAM			X	Cas.	Hort.
Sarracenia rubra Walter		Sarraceniaceae	D	2009	N?	NAM	X			Nat?	Hort.
Houttuynia cordata Thunb.		Saururaceae	D	2010	2012	AS-Te	X	X		Cas.	Hort.
Saururus cernuus L.		Saururaceae	D	1977	N	NAM	X			Nat.	Hort.
Bergenia x schmidtii (Regel) Silva-Tar. (B. ciliata (Haw.) Sternb. x B. crassifolia (L.) Fritsch)		Saxifragaceae	D	2007	2014	Cult.	X			Cas.	Hort.
Darmera peltata (Torrey ex Bentham) Voss		Saxifragaceae	D	2011	2011	NAM	X			Cas.	Hort.
Heuchera micrantha Lindl.		Saxifragaceae	D	2005	2005	NAM	X			Cas.	Hort.
Heuchera sanguinea Engelm.		Saxifragaceae	D	1955	2014	NAM	X		X	Cas.	Hort.
Rodgersia aesculifolia Batalin		Saxifragaceae	D	2011	2011	AS-Te	X			Cas.	Hort.
Saxifraga cymbalaria L.		Saxifragaceae	D	1977	1977	E AF AS-Te			X	Cas.	Hort.
Saxifraga rotundifolia L.		Saxifragaceae	D	1851	N	E AS-Te			X	Nat.	Hort.
Saxifraga stolonifera Meerb.		Saxifragaceae	D	1955	1955	AS-Te			X	Cas.	Hort.
Saxifraga x arendsii Engl. s.l. (hybrid of complex origin)		Saxifragaceae	D	1864	1884	Cult.	X		X	Cas.	Hort.
Saxifraga x geum L. (S. hirsuta L. x umbrosa L.)		Saxifragaceae	D	1949	2012	E	X		X	Cas.	Hort.
Saxifraga x urbium D.A. Webb (S. spathularis Brot. x umbrosa L.)		Saxifragaceae	D	1908	2014	Cult.	X		X	Cas.	Hort.
Tellima grandiflora (Pursh) Dougl. ex Lindl.		Saxifragaceae	D	1932	N	NAM	X	X	X	Nat.	Hort.
Tiarella cordifolia L.		Saxifragaceae	D	2012	2012	NAM	X			Cas.	Hort.
Buddleja albiflora Hemsl.		Scrophulariaceae	D	1945	1945	AS-Te		X		Cas.	Hort.
Buddleja davidii Franch.		Scrophulariaceae	D	1930	N	AS-Te	X	X	X	Inv.	Hort.
Chaenostoma cordatum (Thunb.) Benth.	Sutera cordata (Thunb.) O. Kuntze	Scrophulariaceae	D	1999	Ann.	AF	X		X	Cas.	Hort.
Hebenstretia integrifolia L.		Scrophulariaceae	A	1862	1962	AF	X		X	Cas.	Wool,…
Nemesia Hybrids	incl. Nemesia caerulea Hiern.	Scrophulariaceae	D	2007	2007	Cult.	X			Cas.	Hort.
Scrophularia lanceolata Pursh		Scrophulariaceae	A	1901	1901	NAM			X	Cas.	Wool
Scrophularia scopolii Pers.		Scrophulariaceae	A	1976	1976	E AS-Te			X	Cas.	?
Scrophularia scorodonia L.		Scrophulariaceae	A	1907	1907	E			X	Cas.	Wool
Scrophularia vernalis L.		Scrophulariaceae	D	1814	N	E AS-Te	X	X	X	Nat.	Hort.
Verbascum banaticum Schrad.		Scrophulariaceae	A	1908	1908	E			X	Cas.	Wool?
Verbascum chaixii Vill.		Scrophulariaceae	A/D	1912	<1934	E AS-Te	X	X		Cas.	Hort.?,…
Verbascum phlomoides L.		Scrophulariaceae	A/D	1811	Ann.	E AS-Te	X	X	X	Cas.	Ore,…
Verbascum phoeniceum L.		Scrophulariaceae	D/A	1895	2012	E AS-Te	X		X	Cas.	Grain, ore,…
Verbascum sinuatum L.		Scrophulariaceae	A	1831	1949	E AF AS-Te			X	Cas.	Wool, grain
Verbascum speciosum Schrad.		Scrophulariaceae	D	2009	N?	E AS-Te	X		X	Nat.?	Hort.
Verbascum virgatum Stokes		Scrophulariaceae	A	1906	N	E	X		X	Nat.	Ore?
Verbascum x angulosum Teyber (V. nigrum x speciosum)		Scrophulariaceae	A	2014	2015	Hybr.	X			Cas.	Hybridization
Verbascum x brockmuelleri Ruhmer (V. nigrum x phlomoides)		Scrophulariaceae	A	2010	2010	Hybr.			X	Cas.	Hybridization
Verbascum x divaricatum Kittel (V. blattaria x phoeniceum)		Scrophulariaceae	A	1954	1954	Hybr.	X			Cas.	Hybridization
Verbascum x interjectum Pfund (V. densiflorum Bertol. x phlomoides)		Scrophulariaceae	H	?	?	Hybr.	?	?	?	Cas.	Hybridization
Selaginella kraussiana (Kunze) A. Braun		Selaginellaceae	D	1887	2014	AF	X		X	Cas.	Hort.
Ailanthus altissima (Mill.) Swingle		Simaroubaceae	D	1952	N	AS-Te	X	X	X	Inv.	Hort.
Smilax aspera L.		Smilacaceae	D	2008	2009	E AS-Te	X			Cas.	Hort.
Smilax rotundifolia L.	 	Smilacaceae	D	1990	N	NAM	X			Nat.	Hort.
Capsicum annuum L.		Solanaceae	D	1905	2012	SAM	X		X	Cas.	Food refuse
Datura ferox L.		Solanaceae	A	1938	2013	AS-Te	X		X	Cas.	Grain, wool,…
Datura innoxia Mill.		Solanaceae	A/D 	1949	2015	SAM	X		X	Cas.	Hort., grain, wool,…
Datura stramonium L. 	Incl. D. tatula L.	Solanaceae	A/D 	1856	Ann.	NAM  	X	X	X	Cas.?	Grain, wool,…
Hyoscyamus albus L.		Solanaceae	A	1933	2015	E AF AS-Te	X	X		Cas.	Grain,…
Lycium barbarum L.		Solanaceae	D	1857	N	AS-Te	X	X	X	Nat.	Hort.
Lycium chinense Mill.		Solanaceae	D	1946	2011	AS-Te	X			Cas.	Hort.
Nicandra physalodes (L.) Gaertn.		Solanaceae	A/D	1853	Ann.	SAM	X	X	X	Cas.	Grain, wool,…
Nicotiana alata Link et Otto		Solanaceae	D	1954	2015	SAM	X		X	Cas.	Hort.
Nicotiana forgetiana Hemsl.		Solanaceae	D	1932	2001	SAM	X	 	X	Cas.	Hort.
Nicotiana glauca Graham		Solanaceae	A	2011	2011	SAM	X			Cas.	Wool
Nicotiana langsdorfii J.A. Weinm.		Solanaceae	D	1859	<1900	SAM	X			Cas.	Hort.
Nicotiana longiflora Cav.		Solanaceae	A	1895	1910	SAM			X	Cas.	Wool
Nicotiana rustica L.		Solanaceae	D	1868	1992	SAM	X	X	X	Cas.	Agric.
Nicotiana sylvestris Spegazz.		Solanaceae	D	1924	2005	SAM	X		X	Cas.	Hort.
